"schedtime","carrier","deptime","dest","distance","date","flightnumber","origin","weather","dayweek","daymonth","tailnu","delay","delay_cat","dep_hour"
1359,"RU",1348,"EWR",199,"38322",2216,"DCA",0,"Mon",12,"N12540","ontime","On time",13
900,"RU",858,"EWR",199,"38322",2582,"DCA",0,"Mon",12,"N19554","ontime","On time",8
1525,"RU",1519,"EWR",199,"38322",2261,"DCA",0,"Mon",12,"N16976","ontime","On time",15
1700,"RU",1649,"EWR",213,"38322",2497,"IAD",0,"Mon",12,"N12567","ontime","On time",16
1900,"RU",1857,"EWR",213,"38322",2385,"IAD",0,"Mon",12,"N16976","ontime","On time",18
2100,"RU",2056,"EWR",199,"38322",2879,"DCA",0,"Mon",12,"N16927","ontime","On time",20
1300,"RU",1253,"EWR",213,"38322",2692,"IAD",0,"Mon",12,"N17507","ontime","On time",12
645,"RU",651,"EWR",199,"38322",2761,"DCA",0,"Mon",12,"N21537","ontime","On time",6
1630,"RU",1622,"EWR",199,"38322",2181,"DCA",0,"Mon",12,"N16963","ontime","On time",16
700,"RU",657,"EWR",213,"38322",2855,"IAD",0,"Mon",12,"N12996","ontime","On time",6
1500,"RU",1456,"EWR",213,"38322",2156,"IAD",0,"Mon",12,"N41104","ontime","On time",14
1455,"OH",1453,"JFK",184,"1/13/2004",5935,"BWI",0,"Tue",13,"N967CA","ontime","On time",14
1640,"DH",1639,"JFK",213,"1/13/2004",6155,"DCA",0,"Tue",13,"N426FJ","ontime","On time",16
1245,"DH",1238,"LGA",229,"1/13/2004",7208,"IAD",0,"Tue",13,"N328UE","ontime","On time",12
1715,"DH",1922,"LGA",229,"1/13/2004",7215,"IAD",0,"Tue",13,"N642BR","delayed","On time",19
2120,"DH",2124,"LGA",229,"1/13/2004",7684,"IAD",0,"Tue",13,"N648BR","ontime","On time",21
640,"DH",655,"LGA",229,"1/13/2004",7790,"IAD",0,"Tue",13,"N690BR","delayed","On time",6
1040,"DH",1038,"LGA",229,"1/13/2004",7792,"IAD",0,"Tue",13,"N690BR","ontime","On time",10
840,"DH",833,"JFK",228,"1/13/2004",7800,"IAD",0,"Tue",13,"N628BR","ontime","On time",8
1240,"DH",1236,"JFK",228,"1/13/2004",7806,"IAD",0,"Tue",13,"N327UE","ontime","On time",12
1455,"DH",1450,"JFK",228,"1/13/2004",7808,"IAD",0,"Tue",13,"N316UE","ontime","On time",14
1645,"DH",1640,"JFK",228,"1/13/2004",7810,"IAD",0,"Tue",13,"N331UE","ontime","On time",16
1715,"DH",1713,"JFK",228,"1/13/2004",7812,"IAD",0,"Tue",13,"N330UE","ontime","On time",17
2120,"DH",2125,"JFK",228,"1/13/2004",7814,"IAD",0,"Tue",13,"N625BR","ontime","On time",21
1610,"DH",1642,"JFK",228,"1/13/2004",7816,"IAD",0,"Tue",13,"N328UE","delayed","On time",16
1455,"DL",1453,"JFK",213,"1/13/2004",746,"DCA",0,"Tue",13,"N904DE","ontime","On time",14
630,"DL",629,"LGA",214,"1/13/2004",1740,"DCA",0,"Tue",13,"N223DZ","ontime","On time",6
730,"DL",729,"LGA",214,"1/13/2004",1742,"DCA",0,"Tue",13,"N221DL","ontime","On time",7
830,"DL",831,"LGA",214,"1/13/2004",1744,"DCA",0,"Tue",13,"N222DZ","ontime","On time",8
930,"DL",929,"LGA",214,"1/13/2004",1746,"DCA",0,"Tue",13,"N224DA","ontime","On time",9
1030,"DL",1029,"LGA",214,"1/13/2004",1748,"DCA",0,"Tue",13,"N223DZ","ontime","On time",10
1130,"DL",1128,"LGA",214,"1/13/2004",1750,"DCA",0,"Tue",13,"N221DL","ontime","On time",11
1230,"DL",1228,"LGA",214,"1/13/2004",1752,"DCA",0,"Tue",13,"N222DZ","ontime","On time",12
1330,"DL",1329,"LGA",214,"1/13/2004",1754,"DCA",0,"Tue",13,"N224DA","ontime","On time",13
1430,"DL",1429,"LGA",214,"1/13/2004",1756,"DCA",0,"Tue",13,"N223DZ","ontime","On time",14
1530,"DL",1529,"LGA",214,"1/13/2004",1758,"DCA",0,"Tue",13,"N221DL","ontime","On time",15
1630,"DL",1634,"LGA",214,"1/13/2004",1760,"DCA",0,"Tue",13,"N222DZ","delayed","On time",16
1730,"DL",1733,"LGA",214,"1/13/2004",1762,"DCA",0,"Tue",13,"N224DA","ontime","On time",17
1830,"DL",1830,"LGA",214,"1/13/2004",1764,"DCA",0,"Tue",13,"N223DZ","ontime","On time",18
1930,"DL",1930,"LGA",214,"1/13/2004",1766,"DCA",0,"Tue",13,"N221DL","ontime","On time",19
2030,"DL",2028,"LGA",214,"1/13/2004",1768,"DCA",0,"Tue",13,"N222DZ","delayed","On time",20
1530,"MQ",1516,"JFK",213,"1/13/2004",4752,"DCA",0,"Tue",13,"N709MQ","ontime","On time",15
600,"MQ",553,"JFK",213,"1/13/2004",4760,"DCA",0,"Tue",13,"N707MQ","ontime","On time",5
1830,"MQ",1851,"JFK",213,"1/13/2004",4784,"DCA",0,"Tue",13,"N700MQ","delayed","On time",18
700,"MQ",650,"LGA",214,"1/13/2004",4952,"DCA",0,"Tue",13,"N715MQ","ontime","On time",6
800,"MQ",755,"LGA",214,"1/13/2004",4954,"DCA",0,"Tue",13,"N724MQ","ontime","On time",7
900,"MQ",851,"LGA",214,"1/13/2004",4956,"DCA",0,"Tue",13,"N709MQ","ontime","On time",8
1100,"MQ",1050,"LGA",214,"1/13/2004",4960,"DCA",0,"Tue",13,"N715MQ","ontime","On time",10
1300,"MQ",1248,"LGA",214,"1/13/2004",4964,"DCA",0,"Tue",13,"N736MQ","ontime","On time",12
1400,"MQ",1401,"LGA",214,"1/13/2004",4966,"DCA",0,"Tue",13,"N733MQ","ontime","On time",14
1500,"MQ",1453,"LGA",214,"1/13/2004",4968,"DCA",0,"Tue",13,"N704MQ","ontime","On time",14
1600,"MQ",1700,"LGA",214,"1/13/2004",4970,"DCA",0,"Tue",13,"N703MQ","delayed","On time",17
1700,"MQ",1811,"LGA",214,"1/13/2004",4972,"DCA",0,"Tue",13,"N727MQ","delayed","On time",18
1900,"MQ",2007,"LGA",214,"1/13/2004",4976,"DCA",0,"Tue",13,"N846MQ","delayed","On time",20
850,"UA",845,"LGA",229,"1/13/2004",846,"IAD",0,"Tue",13,"N514UA","ontime","On time",8
630,"US",629,"LGA",214,"1/13/2004",1479,"DCA",0,"Tue",13,"N730UW","ontime","On time",6
700,"US",658,"LGA",214,"1/13/2004",2160,"DCA",0,"Tue",13,"N756UW","ontime","On time",6
800,"US",756,"LGA",214,"1/13/2004",2162,"DCA",0,"Tue",13,"N741UW","ontime","On time",7
900,"US",857,"LGA",214,"1/13/2004",2164,"DCA",0,"Tue",13,"N737UW","ontime","On time",8
1000,"US",958,"LGA",214,"1/13/2004",2166,"DCA",0,"Tue",13,"N722UW","ontime","On time",9
1100,"US",1057,"LGA",214,"1/13/2004",2168,"DCA",0,"Tue",13,"N756UW","ontime","On time",10
1200,"US",1156,"LGA",214,"1/13/2004",2170,"DCA",0,"Tue",13,"N741UW","ontime","On time",11
1300,"US",1255,"LGA",214,"1/13/2004",2172,"DCA",0,"Tue",13,"N737UW","ontime","On time",12
1400,"US",1359,"LGA",214,"1/13/2004",2174,"DCA",0,"Tue",13,"N722UW","ontime","On time",13
1500,"US",1459,"LGA",214,"1/13/2004",2176,"DCA",0,"Tue",13,"N756UW","ontime","On time",14
1600,"US",1558,"LGA",214,"1/13/2004",2178,"DCA",0,"Tue",13,"N741UW","delayed","On time",15
1700,"US",1706,"LGA",214,"1/13/2004",2180,"DCA",0,"Tue",13,"N748UW","ontime","On time",17
1800,"US",1759,"LGA",214,"1/13/2004",2182,"DCA",0,"Tue",13,"N722UW","ontime","On time",17
1900,"US",1857,"LGA",214,"1/13/2004",2184,"DCA",0,"Tue",13,"N756UW","ontime","On time",18
2000,"US",1956,"LGA",214,"1/13/2004",2186,"DCA",0,"Tue",13,"N741UW","ontime","On time",19
2100,"US",2056,"LGA",214,"1/13/2004",2188,"DCA",0,"Tue",13,"N746UW","ontime","On time",20
1030,"RU",1025,"EWR",169,"1/13/2004",2303,"BWI",0,"Tue",13,"N14542","ontime","On time",10
1720,"RU",1831,"EWR",169,"1/13/2004",3372,"BWI",0,"Tue",13,"N14542","delayed","On time",18
700,"RU",653,"EWR",169,"1/13/2004",2703,"BWI",0,"Tue",13,"N12530","ontime","On time",6
1455,"RU",1537,"EWR",169,"1/13/2004",2403,"BWI",0,"Tue",13,"N13990","delayed","On time",15
735,"CO",729,"EWR",199,"1/13/2004",806,"DCA",0,"Tue",13,"N16632","ontime","On time",7
1730,"CO",1816,"EWR",199,"1/13/2004",814,"DCA",0,"Tue",13,"N14337","delayed","On time",18
1900,"CO",1924,"EWR",199,"1/13/2004",816,"DCA",0,"Tue",13,"N16632","delayed","On time",19
1300,"CO",1258,"EWR",199,"1/13/2004",808,"DCA",0,"Tue",13,"N16646","ontime","On time",12
840,"DH",836,"EWR",213,"1/13/2004",7299,"IAD",0,"Tue",13,"N658BR","ontime","On time",8
1710,"DH",1708,"EWR",213,"1/13/2004",7302,"IAD",0,"Tue",13,"N693BR","ontime","On time",17
1245,"DH",1237,"EWR",213,"1/13/2004",7303,"IAD",0,"Tue",13,"N693BR","ontime","On time",12
2120,"DH",2115,"EWR",213,"1/13/2004",7304,"IAD",0,"Tue",13,"N698BR","ontime","On time",21
630,"DH",626,"EWR",213,"1/13/2004",7305,"IAD",0,"Tue",13,"N312UE","ontime","On time",6
1430,"DH",1740,"EWR",213,"1/13/2004",7307,"IAD",0,"Tue",13,"N308UE","delayed","On time",17
1300,"RU",1255,"EWR",213,"1/13/2004",2367,"IAD",0,"Tue",13,"N14974","ontime","On time",12
700,"RU",655,"EWR",213,"1/13/2004",2855,"IAD",0,"Tue",13,"N17560","ontime","On time",6
1500,"RU",1456,"EWR",213,"1/13/2004",2156,"IAD",0,"Tue",13,"N16149","ontime","On time",14
1700,"RU",1655,"EWR",213,"1/13/2004",2497,"IAD",0,"Tue",13,"N12922","ontime","On time",16
1359,"RU",1355,"EWR",199,"1/13/2004",2216,"DCA",0,"Tue",13,"N14542","ontime","On time",13
1900,"RU",1927,"EWR",213,"1/13/2004",2385,"IAD",0,"Tue",13,"N15983","delayed","On time",19
1525,"RU",1519,"EWR",199,"1/13/2004",2261,"DCA",0,"Tue",13,"N19554","ontime","On time",15
645,"RU",641,"EWR",199,"1/13/2004",2761,"DCA",0,"Tue",13,"N24103","ontime","On time",6
1630,"RU",1625,"EWR",199,"1/13/2004",2181,"DCA",0,"Tue",13,"N14974","ontime","On time",16
900,"RU",855,"EWR",199,"1/13/2004",2582,"DCA",0,"Tue",13,"N12552","ontime","On time",8
2100,"RU",2055,"EWR",199,"1/13/2004",2879,"DCA",0,"Tue",13,"N26549","ontime","On time",20
1455,"OH",1500,"JFK",184,"1/14/2004",5935,"BWI",0,"Wed",14,"N796CA","ontime","On time",15
1640,"DH",1630,"JFK",213,"1/14/2004",6155,"DCA",0,"Wed",14,"N415FJ","ontime","On time",16
1245,"DH",1243,"LGA",229,"1/14/2004",7208,"IAD",0,"Wed",14,"N679BR","ontime","On time",12
1715,"DH",1722,"LGA",229,"1/14/2004",7215,"IAD",0,"Wed",14,"N684BR","ontime","On time",17
2120,"DH",2118,"LGA",229,"1/14/2004",7684,"IAD",0,"Wed",14,"N673BR","ontime","On time",21
640,"DH",640,"LGA",229,"1/14/2004",7790,"IAD",0,"Wed",14,"N687BR","ontime","On time",6
1040,"DH",1034,"LGA",229,"1/14/2004",7792,"IAD",0,"Wed",14,"N315UE","ontime","On time",10
840,"DH",844,"JFK",228,"1/14/2004",7800,"IAD",0,"Wed",14,"N642BR","ontime","On time",8
1240,"DH",1243,"JFK",228,"1/14/2004",7806,"IAD",0,"Wed",14,"N330UE","ontime","On time",12
1455,"DH",1450,"JFK",228,"1/14/2004",7808,"IAD",0,"Wed",14,"N309UE","ontime","On time",14
1645,"DH",1640,"JFK",228,"1/14/2004",7810,"IAD",0,"Wed",14,"N332UE","ontime","On time",16
1715,"DH",1714,"JFK",228,"1/14/2004",7812,"IAD",0,"Wed",14,"N333UE","ontime","On time",17
2120,"DH",2119,"JFK",228,"1/14/2004",7814,"IAD",0,"Wed",14,"N625BR","ontime","On time",21
1610,"DH",1631,"JFK",228,"1/14/2004",7816,"IAD",0,"Wed",14,"N315UE","ontime","On time",16
1455,"DL",1454,"JFK",213,"1/14/2004",746,"DCA",0,"Wed",14,"N987DL","ontime","On time",14
630,"DL",631,"LGA",214,"1/14/2004",1740,"DCA",0,"Wed",14,"N223DZ","ontime","On time",6
730,"DL",730,"LGA",214,"1/14/2004",1742,"DCA",0,"Wed",14,"N224DA","ontime","On time",7
830,"DL",829,"LGA",214,"1/14/2004",1744,"DCA",0,"Wed",14,"N231DN","ontime","On time",8
930,"DL",929,"LGA",214,"1/14/2004",1746,"DCA",0,"Wed",14,"N221DL","ontime","On time",9
1030,"DL",1029,"LGA",214,"1/14/2004",1748,"DCA",0,"Wed",14,"N223DZ","ontime","On time",10
1130,"DL",1132,"LGA",214,"1/14/2004",1750,"DCA",0,"Wed",14,"N224DA","delayed","On time",11
1230,"DL",1230,"LGA",214,"1/14/2004",1752,"DCA",0,"Wed",14,"N231DN","ontime","On time",12
1330,"DL",1329,"LGA",214,"1/14/2004",1754,"DCA",0,"Wed",14,"N221DL","ontime","On time",13
1430,"DL",1431,"LGA",214,"1/14/2004",1756,"DCA",0,"Wed",14,"N223DZ","ontime","On time",14
1530,"DL",1530,"LGA",214,"1/14/2004",1758,"DCA",0,"Wed",14,"N224DA","delayed","On time",15
1630,"DL",1631,"LGA",214,"1/14/2004",1760,"DCA",0,"Wed",14,"N231DN","ontime","On time",16
1730,"DL",1728,"LGA",214,"1/14/2004",1762,"DCA",0,"Wed",14,"N221DL","ontime","On time",17
1830,"DL",1829,"LGA",214,"1/14/2004",1764,"DCA",0,"Wed",14,"N223DZ","ontime","On time",18
1930,"DL",1928,"LGA",214,"1/14/2004",1766,"DCA",0,"Wed",14,"N224DA","delayed","On time",19
2030,"DL",2030,"LGA",214,"1/14/2004",1768,"DCA",0,"Wed",14,"N231DN","delayed","On time",20
1530,"MQ",1526,"JFK",213,"1/14/2004",4752,"DCA",0,"Wed",14,"N813MQ","ontime","On time",15
600,"MQ",553,"JFK",213,"1/14/2004",4760,"DCA",0,"Wed",14,"N843MQ","ontime","On time",5
1830,"MQ",1825,"JFK",213,"1/14/2004",4784,"DCA",0,"Wed",14,"N728MQ","ontime","On time",18
700,"MQ",657,"LGA",214,"1/14/2004",4952,"DCA",0,"Wed",14,"N707MQ","delayed","On time",6
800,"MQ",757,"LGA",214,"1/14/2004",4954,"DCA",0,"Wed",14,"N734MQ","ontime","On time",7
900,"MQ",853,"LGA",214,"1/14/2004",4956,"DCA",0,"Wed",14,"N721MQ","ontime","On time",8
1100,"MQ",1111,"LGA",214,"1/14/2004",4960,"DCA",0,"Wed",14,"N707MQ","delayed","On time",11
1300,"MQ",1255,"LGA",214,"1/14/2004",4964,"DCA",0,"Wed",14,"N724MQ","ontime","On time",12
1500,"MQ",1454,"LGA",214,"1/14/2004",4968,"DCA",0,"Wed",14,"N728MQ","ontime","On time",14
1600,"MQ",1612,"LGA",214,"1/14/2004",4970,"DCA",0,"Wed",14,"N723MQ","ontime","On time",16
1700,"MQ",1658,"LGA",214,"1/14/2004",4972,"DCA",0,"Wed",14,"N724MQ","ontime","On time",16
1900,"MQ",1917,"LGA",214,"1/14/2004",4976,"DCA",0,"Wed",14,"N726MQ","ontime","On time",19
850,"UA",847,"LGA",229,"1/14/2004",846,"IAD",0,"Wed",14,"N533UA","ontime","On time",8
630,"US",627,"LGA",214,"1/14/2004",1479,"DCA",0,"Wed",14,"N737UW","ontime","On time",6
700,"US",657,"LGA",214,"1/14/2004",2160,"DCA",0,"Wed",14,"N748UW","ontime","On time",6
800,"US",757,"LGA",214,"1/14/2004",2162,"DCA",0,"Wed",14,"N756UW","ontime","On time",7
900,"US",856,"LGA",214,"1/14/2004",2164,"DCA",0,"Wed",14,"N739UW","ontime","On time",8
1000,"US",1001,"LGA",214,"1/14/2004",2166,"DCA",0,"Wed",14,"N707UW","ontime","On time",10
1100,"US",1057,"LGA",214,"1/14/2004",2168,"DCA",0,"Wed",14,"N748UW","ontime","On time",10
1200,"US",1157,"LGA",214,"1/14/2004",2170,"DCA",0,"Wed",14,"N756UW","ontime","On time",11
1300,"US",1257,"LGA",214,"1/14/2004",2172,"DCA",0,"Wed",14,"N739UW","ontime","On time",12
1400,"US",1356,"LGA",214,"1/14/2004",2174,"DCA",0,"Wed",14,"N707UW","ontime","On time",13
1500,"US",1500,"LGA",214,"1/14/2004",2176,"DCA",0,"Wed",14,"N748UW","ontime","On time",15
1600,"US",1559,"LGA",214,"1/14/2004",2178,"DCA",0,"Wed",14,"N756UW","ontime","On time",15
1700,"US",1653,"LGA",214,"1/14/2004",2180,"DCA",0,"Wed",14,"N739UW","ontime","On time",16
1800,"US",1757,"LGA",214,"1/14/2004",2182,"DCA",0,"Wed",14,"N707UW","ontime","On time",17
1900,"US",1858,"LGA",214,"1/14/2004",2184,"DCA",0,"Wed",14,"N748UW","ontime","On time",18
2000,"US",1959,"LGA",214,"1/14/2004",2186,"DCA",0,"Wed",14,"N756UW","delayed","On time",19
2100,"US",2059,"LGA",214,"1/14/2004",2188,"DCA",0,"Wed",14,"N739UW","ontime","On time",20
700,"RU",655,"EWR",169,"1/14/2004",2703,"BWI",0,"Wed",14,"N14542","ontime","On time",6
1455,"RU",1449,"EWR",169,"1/14/2004",2403,"BWI",0,"Wed",14,"N14570","ontime","On time",14
1720,"RU",1722,"EWR",169,"1/14/2004",3372,"BWI",0,"Wed",14,"N14974","ontime","On time",17
1030,"RU",1035,"EWR",169,"1/14/2004",2303,"BWI",0,"Wed",14,"N12921","ontime","On time",10
1300,"CO",1257,"EWR",199,"1/14/2004",808,"DCA",0,"Wed",14,"N11612","ontime","On time",12
1900,"CO",1915,"EWR",199,"1/14/2004",816,"DCA",0,"Wed",14,"N14667","ontime","On time",19
735,"CO",731,"EWR",199,"1/14/2004",806,"DCA",0,"Wed",14,"N14667","ontime","On time",7
1730,"CO",1745,"EWR",199,"1/14/2004",814,"DCA",0,"Wed",14,"N39343","delayed","On time",17
840,"DH",848,"EWR",213,"1/14/2004",7299,"IAD",0,"Wed",14,"N658BR","ontime","On time",8
1710,"DH",1703,"EWR",213,"1/14/2004",7302,"IAD",0,"Wed",14,"N693BR","ontime","On time",17
1245,"DH",1245,"EWR",213,"1/14/2004",7303,"IAD",0,"Wed",14,"N693BR","ontime","On time",12
2120,"DH",2330,"EWR",213,"1/14/2004",7304,"IAD",0,"Wed",14,"N629BR","delayed","On time",23
630,"DH",629,"EWR",213,"1/14/2004",7305,"IAD",0,"Wed",14,"N301UE","ontime","On time",6
1430,"DH",1502,"EWR",213,"1/14/2004",7307,"IAD",0,"Wed",14,"N324UE","delayed","On time",15
700,"RU",656,"EWR",213,"1/14/2004",2855,"IAD",0,"Wed",14,"N13949","ontime","On time",6
1700,"RU",1703,"EWR",213,"1/14/2004",2497,"IAD",0,"Wed",14,"N15555","ontime","On time",17
900,"RU",856,"EWR",199,"1/14/2004",2582,"DCA",0,"Wed",14,"N13995","ontime","On time",8
1359,"RU",1355,"EWR",199,"1/14/2004",2216,"DCA",0,"Wed",14,"N12921","ontime","On time",13
645,"RU",643,"EWR",199,"1/14/2004",2761,"DCA",0,"Wed",14,"N14148","ontime","On time",6
1500,"RU",1456,"EWR",213,"1/14/2004",2156,"IAD",0,"Wed",14,"N34111","ontime","On time",14
1630,"RU",1625,"EWR",199,"1/14/2004",2181,"DCA",0,"Wed",14,"N17560","ontime","On time",16
1900,"RU",1858,"EWR",213,"1/14/2004",2385,"IAD",0,"Wed",14,"N34111","ontime","On time",18
1300,"RU",1255,"EWR",213,"1/14/2004",2367,"IAD",0,"Wed",14,"N17560","ontime","On time",12
1525,"RU",1524,"EWR",199,"1/14/2004",2261,"DCA",0,"Wed",14,"N13964","ontime","On time",15
2100,"RU",2100,"EWR",199,"1/14/2004",2879,"DCA",0,"Wed",14,"N16911","ontime","On time",21
1455,"OH",1455,"JFK",184,"1/15/2004",5935,"BWI",0,"Thu",15,"N812CA","ontime","On time",14
1640,"DH",1637,"JFK",213,"1/15/2004",6155,"DCA",0,"Thu",15,"N419FJ","ontime","On time",16
1245,"DH",1310,"LGA",229,"1/15/2004",7208,"IAD",0,"Thu",15,"N683BR","ontime","On time",13
1455,"DH",1545,"LGA",229,"1/15/2004",7211,"IAD",0,"Thu",15,"N671BR","delayed","On time",15
2120,"DH",2133,"LGA",229,"1/15/2004",7684,"IAD",0,"Thu",15,"N686BR","delayed","On time",21
840,"DH",858,"JFK",228,"1/15/2004",7800,"IAD",0,"Thu",15,"N673BR","ontime","On time",8
1240,"DH",1236,"JFK",228,"1/15/2004",7806,"IAD",0,"Thu",15,"N333UE","ontime","On time",12
1455,"DH",1502,"JFK",228,"1/15/2004",7808,"IAD",0,"Thu",15,"N311UE","ontime","On time",15
1645,"DH",1644,"JFK",228,"1/15/2004",7810,"IAD",0,"Thu",15,"N313UE","ontime","On time",16
1715,"DH",1714,"JFK",228,"1/15/2004",7812,"IAD",0,"Thu",15,"N316UE","ontime","On time",17
2120,"DH",2138,"JFK",228,"1/15/2004",7814,"IAD",0,"Thu",15,"N680BR","ontime","On time",21
1610,"DH",1605,"JFK",228,"1/15/2004",7816,"IAD",0,"Thu",15,"N328UE","ontime","On time",16
1455,"DL",1501,"JFK",213,"1/15/2004",746,"DCA",0,"Thu",15,"N963DL","ontime","On time",15
630,"DL",630,"LGA",214,"1/15/2004",1740,"DCA",0,"Thu",15,"N223DZ","ontime","On time",6
730,"DL",729,"LGA",214,"1/15/2004",1742,"DCA",0,"Thu",15,"N221DL","delayed","On time",7
930,"DL",943,"LGA",214,"1/15/2004",1746,"DCA",0,"Thu",15,"N224DA","ontime","On time",9
1130,"DL",1130,"LGA",214,"1/15/2004",1750,"DCA",0,"Thu",15,"N221DL","ontime","On time",11
1330,"DL",1330,"LGA",214,"1/15/2004",1754,"DCA",0,"Thu",15,"N224DA","ontime","On time",13
1430,"DL",1428,"LGA",214,"1/15/2004",1756,"DCA",0,"Thu",15,"N231DN","ontime","On time",14
1530,"DL",1530,"LGA",214,"1/15/2004",1758,"DCA",0,"Thu",15,"N221DL","ontime","On time",15
1630,"DL",1630,"LGA",214,"1/15/2004",1760,"DCA",0,"Thu",15,"N225DL","ontime","On time",16
1730,"DL",1736,"LGA",214,"1/15/2004",1762,"DCA",0,"Thu",15,"N224DA","ontime","On time",17
1830,"DL",1831,"LGA",214,"1/15/2004",1764,"DCA",0,"Thu",15,"N241DL","ontime","On time",18
1930,"DL",1928,"LGA",214,"1/15/2004",1766,"DCA",0,"Thu",15,"N221DL","delayed","On time",19
2030,"DL",2029,"LGA",214,"1/15/2004",1768,"DCA",0,"Thu",15,"N225DL","delayed","On time",20
1530,"MQ",1523,"JFK",213,"1/15/2004",4752,"DCA",0,"Thu",15,"N727MQ","ontime","On time",15
600,"MQ",553,"JFK",213,"1/15/2004",4760,"DCA",0,"Thu",15,"N728MQ","ontime","On time",5
1830,"MQ",1834,"JFK",213,"1/15/2004",4784,"DCA",0,"Thu",15,"N738MQ","ontime","On time",18
800,"MQ",800,"LGA",214,"1/15/2004",4954,"DCA",0,"Thu",15,"N738MQ","delayed","On time",8
1100,"MQ",1050,"LGA",214,"1/15/2004",4960,"DCA",0,"Thu",15,"N739MQ","ontime","On time",10
1300,"MQ",1341,"LGA",214,"1/15/2004",4964,"DCA",0,"Thu",15,"N703MQ","delayed","On time",13
1400,"MQ",1400,"LGA",214,"1/15/2004",4966,"DCA",0,"Thu",15,"N715MQ","ontime","On time",14
1500,"MQ",1519,"LGA",214,"1/15/2004",4968,"DCA",0,"Thu",15,"N738MQ","ontime","On time",15
1600,"MQ",1643,"LGA",214,"1/15/2004",4970,"DCA",0,"Thu",15,"N838MQ","delayed","On time",16
1700,"MQ",1758,"LGA",214,"1/15/2004",4972,"DCA",0,"Thu",15,"N726MQ","delayed","On time",17
1900,"MQ",2012,"LGA",214,"1/15/2004",4976,"DCA",0,"Thu",15,"N721MQ","delayed","On time",20
850,"UA",955,"LGA",229,"1/15/2004",846,"IAD",0,"Thu",15,"N555UA","delayed","On time",9
630,"US",627,"LGA",214,"1/15/2004",1479,"DCA",0,"Thu",15,"N767UW","delayed","On time",6
800,"US",815,"LGA",214,"1/15/2004",2162,"DCA",0,"Thu",15,"N748UW","ontime","On time",8
900,"US",1019,"LGA",214,"1/15/2004",2164,"DCA",0,"Thu",15,"N757UW","delayed","On time",10
1100,"US",1058,"LGA",214,"1/15/2004",2168,"DCA",0,"Thu",15,"N700UW","ontime","On time",10
1200,"US",1158,"LGA",214,"1/15/2004",2170,"DCA",0,"Thu",15,"N748UW","ontime","On time",11
1400,"US",1358,"LGA",214,"1/15/2004",2174,"DCA",0,"Thu",15,"N715UW","ontime","On time",13
1500,"US",1458,"LGA",214,"1/15/2004",2176,"DCA",0,"Thu",15,"N700UW","ontime","On time",14
1600,"US",1559,"LGA",214,"1/15/2004",2178,"DCA",0,"Thu",15,"N748UW","ontime","On time",15
1700,"US",1701,"LGA",214,"1/15/2004",2180,"DCA",0,"Thu",15,"N757UW","ontime","On time",17
1800,"US",1759,"LGA",214,"1/15/2004",2182,"DCA",0,"Thu",15,"N715UW","ontime","On time",17
1900,"US",1858,"LGA",214,"1/15/2004",2184,"DCA",0,"Thu",15,"N700UW","delayed","On time",18
2100,"US",2056,"LGA",214,"1/15/2004",2188,"DCA",0,"Thu",15,"N757UW","delayed","On time",20
1455,"RU",1450,"EWR",169,"1/15/2004",2403,"BWI",0,"Thu",15,"N12934","ontime","On time",14
1030,"RU",1027,"EWR",169,"1/15/2004",2303,"BWI",0,"Thu",15,"N11551","delayed","On time",10
1720,"RU",1811,"EWR",169,"1/15/2004",3372,"BWI",0,"Thu",15,"N17560","delayed","On time",18
735,"CO",815,"EWR",199,"1/15/2004",806,"DCA",0,"Thu",15,"N23657","delayed","On time",8
1900,"CO",1951,"EWR",199,"1/15/2004",816,"DCA",0,"Thu",15,"N11641","delayed","On time",19
1300,"CO",1256,"EWR",199,"1/15/2004",808,"DCA",0,"Thu",15,"N17614","ontime","On time",12
840,"DH",835,"EWR",213,"1/15/2004",7299,"IAD",0,"Thu",15,"N675BR","ontime","On time",8
1245,"DH",1237,"EWR",213,"1/15/2004",7303,"IAD",0,"Thu",15,"N677BR","ontime","On time",12
2120,"DH",2116,"EWR",213,"1/15/2004",7304,"IAD",0,"Thu",15,"N709BR","ontime","On time",21
630,"DH",623,"EWR",213,"1/15/2004",7305,"IAD",0,"Thu",15,"N332UE","ontime","On time",6
645,"RU",643,"EWR",199,"1/15/2004",2761,"DCA",0,"Thu",15,"N16951","ontime","On time",6
1900,"RU",1952,"EWR",213,"1/15/2004",2385,"IAD",0,"Thu",15,"N11150","delayed","On time",19
700,"RU",654,"EWR",213,"1/15/2004",2855,"IAD",0,"Thu",15,"N23139","delayed","On time",6
1300,"RU",1345,"EWR",213,"1/15/2004",2692,"IAD",0,"Thu",15,"N27512","delayed","On time",13
1630,"RU",1646,"EWR",199,"1/15/2004",2181,"DCA",0,"Thu",15,"N15973","ontime","On time",16
1525,"RU",1525,"EWR",199,"1/15/2004",2261,"DCA",0,"Thu",15,"N14942","ontime","On time",15
1500,"RU",1504,"EWR",213,"1/15/2004",2156,"IAD",0,"Thu",15,"N11127","ontime","On time",15
2100,"RU",2140,"EWR",199,"1/15/2004",2879,"DCA",0,"Thu",15,"N13994","delayed","On time",21
900,"RU",956,"EWR",199,"1/15/2004",2582,"DCA",0,"Thu",15,"N15555","delayed","On time",9
